sample_id,dataset,filepath,error
FSD50K_037574,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\346054.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\346054.wav
FSD50K_037575,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\106953.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\106953.wav
FSD50K_037576,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\209610.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\209610.wav
FSD50K_037577,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\98121.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\98121.wav
FSD50K_037578,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\212812.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\212812.wav
FSD50K_037579,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\209609.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\209609.wav
FSD50K_037580,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\354132.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\354132.wav
FSD50K_037581,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\32852.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\32852.wav
FSD50K_037582,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\194774.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\194774.wav
FSD50K_037583,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\194775.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\194775.wav
FSD50K_037584,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\55126.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\55126.wav
FSD50K_037585,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\55127.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\55127.wav
FSD50K_037586,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\110939.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\110939.wav
FSD50K_037587,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\31580.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\31580.wav
FSD50K_037588,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\18781.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\18781.wav
FSD50K_037589,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\430176.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\430176.wav
FSD50K_037590,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\149092.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\149092.wav
FSD50K_037591,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\251495.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\251495.wav
FSD50K_037592,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\86123.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\86123.wav
FSD50K_037593,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\262001.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\262001.wav
FSD50K_037594,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\182514.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\182514.wav
FSD50K_037595,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\62197.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\62197.wav
FSD50K_037596,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\62198.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\62198.wav
FSD50K_037597,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\62199.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\62199.wav
FSD50K_037598,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\47352.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\47352.wav
FSD50K_037599,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\13563.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\13563.wav
FSD50K_037600,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\98855.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\98855.wav
FSD50K_037601,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337467.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337467.wav
FSD50K_037602,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337468.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337468.wav
FSD50K_037603,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337469.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337469.wav
FSD50K_037604,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337470.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337470.wav
FSD50K_037605,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337471.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337471.wav
FSD50K_037606,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337472.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337472.wav
FSD50K_037607,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337473.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337473.wav
FSD50K_037608,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337474.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337474.wav
FSD50K_037609,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337475.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337475.wav
FSD50K_037610,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337476.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337476.wav
FSD50K_037611,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337477.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337477.wav
FSD50K_037612,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337478.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337478.wav
FSD50K_037613,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337479.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337479.wav
FSD50K_037614,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337482.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337482.wav
FSD50K_037615,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337483.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337483.wav
FSD50K_037616,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337484.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337484.wav
FSD50K_037617,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337485.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337485.wav
FSD50K_037618,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337486.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337486.wav
FSD50K_037619,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\162894.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\162894.wav
FSD50K_037620,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337488.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337488.wav
FSD50K_037621,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337489.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337489.wav
FSD50K_037622,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337490.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337490.wav
FSD50K_037623,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337487.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337487.wav
FSD50K_037624,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337491.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337491.wav
FSD50K_037625,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337494.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337494.wav
FSD50K_037626,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337493.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337493.wav
FSD50K_037627,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337495.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337495.wav
FSD50K_037628,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337497.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337497.wav
FSD50K_037629,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337498.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337498.wav
FSD50K_037630,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337499.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337499.wav
FSD50K_037631,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337500.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337500.wav
FSD50K_037632,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337501.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337501.wav
FSD50K_037633,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337502.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337502.wav
FSD50K_037634,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337503.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337503.wav
FSD50K_037635,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337504.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337504.wav
FSD50K_037636,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337505.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337505.wav
FSD50K_037637,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337507.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337507.wav
FSD50K_037638,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337508.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337508.wav
FSD50K_037639,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337509.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337509.wav
FSD50K_037640,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337510.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337510.wav
FSD50K_037641,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337511.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337511.wav
FSD50K_037642,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337512.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337512.wav
FSD50K_037643,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337513.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337513.wav
FSD50K_037644,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337514.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337514.wav
FSD50K_037645,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337515.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337515.wav
FSD50K_037646,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337516.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337516.wav
FSD50K_037647,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337517.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337517.wav
FSD50K_037648,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337518.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337518.wav
FSD50K_037649,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\106098.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\106098.wav
FSD50K_037650,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\234611.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\234611.wav
FSD50K_037651,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\91514.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\91514.wav
FSD50K_037652,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\69245.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\69245.wav
FSD50K_037653,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\200349.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\200349.wav
FSD50K_037654,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\64182.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\64182.wav
FSD50K_037655,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\80595.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\80595.wav
FSD50K_037656,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\68312.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\68312.wav
FSD50K_037657,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\344537.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\344537.wav
FSD50K_037658,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\60386.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\60386.wav
FSD50K_037659,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\199653.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\199653.wav
FSD50K_037660,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\337496.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\337496.wav
FSD50K_037661,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\108788.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\108788.wav
FSD50K_037662,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\167454.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\167454.wav
FSD50K_037663,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\233589.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\233589.wav
FSD50K_037664,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\317654.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\317654.wav
FSD50K_037665,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\317656.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\317656.wav
FSD50K_037666,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\423959.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\423959.wav
FSD50K_037667,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\411761.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\411761.wav
FSD50K_037668,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\209576.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\209576.wav
FSD50K_037669,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\34860.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\34860.wav
FSD50K_037670,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\74753.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\74753.wav
FSD50K_037671,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\414224.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\414224.wav
FSD50K_037672,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\76812.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\76812.wav
FSD50K_037673,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416285.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\416285.wav
FSD50K_037674,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\416288.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\416288.wav
FSD50K_037675,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\85549.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\85549.wav
FSD50K_037676,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\60468.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\60468.wav
FSD50K_037677,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\417339.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\417339.wav
FSD50K_037678,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\126531.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\126531.wav
FSD50K_037679,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\94788.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\94788.wav
FSD50K_037680,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\94790.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\94790.wav
FSD50K_037681,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\346696.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\346696.wav
FSD50K_037682,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\346697.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\346697.wav
FSD50K_037683,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\346698.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\346698.wav
FSD50K_037684,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\346699.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\346699.wav
FSD50K_037685,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\382028.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\382028.wav
FSD50K_037686,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\346701.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\346701.wav
FSD50K_037687,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\94792.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\94792.wav
FSD50K_037688,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\259671.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\259671.wav
FSD50K_037689,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\54362.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\54362.wav
FSD50K_037690,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\272478.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\272478.wav
FSD50K_037691,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\272480.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\272480.wav
FSD50K_037692,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\176226.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\176226.wav
FSD50K_037693,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\178282.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\178282.wav
FSD50K_037694,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\69246.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\69246.wav
FSD50K_037695,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\123008.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\123008.wav
FSD50K_037696,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\325252.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\325252.wav
FSD50K_037697,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\377989.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\377989.wav
FSD50K_037698,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\325255.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\325255.wav
FSD50K_037699,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\32905.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\32905.wav
FSD50K_037700,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\336521.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\336521.wav
FSD50K_037701,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\31373.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\31373.wav
FSD50K_037702,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\31374.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\31374.wav
FSD50K_037703,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\32918.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\32918.wav
FSD50K_037704,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\214186.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\214186.wav
FSD50K_037705,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\419503.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\419503.wav
FSD50K_037706,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\339637.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\339637.wav
FSD50K_037707,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\339638.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\339638.wav
FSD50K_037708,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\339639.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\339639.wav
FSD50K_037709,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\339640.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\339640.wav
FSD50K_037710,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\339641.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\339641.wav
FSD50K_037711,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\339642.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\339642.wav
FSD50K_037712,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\339643.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\339643.wav
FSD50K_037713,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\339644.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\339644.wav
FSD50K_037714,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\406717.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\406717.wav
FSD50K_037715,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\406718.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\406718.wav
FSD50K_037716,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\339645.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\339645.wav
FSD50K_037717,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\339648.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\339648.wav
FSD50K_037718,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\339649.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\339649.wav
FSD50K_037719,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\339650.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\339650.wav
FSD50K_037720,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\339646.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\339646.wav
FSD50K_037721,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\339652.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\339652.wav
FSD50K_037722,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\339653.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\339653.wav
FSD50K_037723,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\339654.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\339654.wav
FSD50K_037724,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\339655.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\339655.wav
FSD50K_037725,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\339656.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\339656.wav
FSD50K_037726,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\339657.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\339657.wav
FSD50K_037727,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\94405.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\94405.wav
FSD50K_037728,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\339651.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\339651.wav
